,name,lat,lng,vicinity,open_now,rating,price_level,icon,id,photos,place_id,reference,scope,types,borough
22,Pizza Ghor,40.8288917,-73.9490354,"3609 Broadway, New York",True,3.6,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,392cb5472d6125049cdc6ffde822a729fa8bd729,"[{'height': 562, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114495626708172674097/photos"">Pizza Ghor</a>'], 'photo_reference': 'CmRaAAAAgKB-a9Rg0Rhf33KZCizLloOxgzLO-92yMXUDRkexqQje2YlxS_lgeeZ5kl7O2a_tUyJbliAu0C3okXLByHLPWNJDhVL7-0raITc3NffrTU5XB8J5biAVcEaxxbQioe_XEhBgNevkYB0mHbt2xUymF6RzGhSB2kiuO070nv4nuoYuU_a68_c2VA', 'width': 1000}]",ChIJXyZpoWL2wokREb8Ye2F-zus,CmRSAAAAXxeSxp_sph79JF1km6nJcrrDZ93XMFPtiIKZ2BlbG8f7gg6nSQtFkQnG7xEVnnQFesxqkig4Z0R_Bm8zhwO6AepQsqwznGCuFmES17Tn7unMHjjba_ytWHOdO70Y8IICEhB6dEbh35aLpshwjDov_gbeGhQqS5t-yzy6IDTqLetZGr-f4i9a8Q,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
23,Bodega Pizza,40.8571579,-73.9326433,"4455 Broadway, New York",True,4.4,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,54b2186813da915f85b450d3fd9b24469c237dc8,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115851932011591751424/photos"">Bodega Pizza</a>'], 'photo_reference': 'CmRaAAAAX-GmzxeZja8qSxH1y_c7XQGDIcu4yhlYaym6rBR2x7sd3MpPRJExb7NvXDl5jaLzK5YkF3rjnz6leBnE64OEIiDnS250wEckYKlUdReZIq5D-FhnBLrCLolZ-so43cyZEhAwT-YtfAkBmwasLcoc8ZurGhS5It0ElWasmdKOZBD-f3micp5yvQ', 'width': 4032}]",ChIJm5lcJgP0wokRkYWMkxsbci8,CmRRAAAAPiCFth60ERh5VMtBCZ4OS4DfTD_QqI9BWoCF7jp-gfIloin_8AyfXAKfWvHHX5tQRA18BKCi6fkAR4f7XoFpqWCK0FFvWJvBEoL0XIEeGYFhToB9vpuGLkBNt85Iqv_5EhDNY7msRkwWQlpe7ZZ9O7aXGhTOLNVlsdPBlh2qNClGRxvTPBByNQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
24,Olga's Pizza,40.8224179,-73.9537228,"3409 Broadway, New York",False,4.4,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6bccf84a0eb1597cafa62cc42f56fcd8ccc54c13,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112662763146073195475/photos"">Loving Life</a>'], 'photo_reference': 'CmRaAAAAqFOIogYNAMJpkPG6ff1aVQ9A1lmgeiPm9IWzepNiztOAHIiprOIzecQIEyxpLL-gIO_DfF1_gAHJkbhIyS-nSW9eu3ua7zriQeULsXXpbp0DD2jRB3oqmk9ekO4sL18NEhBFVkfqSOySEi_my79ELi7TGhRzsJKZDLG68EfyBWuwOKjnqzVgGg', 'width': 2448}]",ChIJl0W8f2b2wokROp9DPvoSypU,CmRSAAAAGNOLAwcLaAIwZZiizxpjImcFl_Yc4ehY5Lr2TLyl-pYpLWVvK8EnxcSr0ZKER4hAFMDrNNUZ1ipgLadwwtEPMPXVc0zX9DGi_q2ixC5kIEq7A1iwkekR4e2it65cW5JVEhDWS8K1QB9BwC-jl8ePkj0pGhSwoffJ6kZs4EnPwQiMOgZ2VUD8SQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
25,Riossi Pizza,40.8556939,-73.9334853,"4417 Broadway, New York",False,3.7,,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7ebe39d5593d9c20f1369855559d7b3f2f8c3ffc,"[{'height': 947, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109976084255266786556/photos"">Riossi Pizza</a>'], 'photo_reference': 'CmRaAAAANA9Oz3hGBEaNhSSk0WGafZZl5Cx1gXgmzR3j7hj_A1JtA2FNVip6N0npAwIwm8JTHRDo1y45gjZoo_CmFXMUc-QsN-hXA2xoLBa-MP9XHacFLAqy-qkyIDWdhdmXoMSaEhD0oT3qRl1bI_4NX9tev95xGhSJ35ZuB9l-rUKPTmQmYQuPj8B43Q', 'width': 960}]",ChIJWyfqIx30wokRQ7ZMdZJ3keQ,CmRSAAAAWQVFy8zahCYyJMcYxejsMQTXit9DidEkcQrvWG9yBOFc3sfEQYVlWjxlIr3UBQ_7lY4ybhSMT7SdbKlN6tBe1oXF9bsAg8p6I0VxY1U71tqUaIw2FpMDGWR2LRJJkBcyEhDhk5jWsMRx9Boy641CKZpgGhSjZTvaP52GgP2kJklq-LyvybA-aQ,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
26,Pizza Guys,40.8288917,-73.9490354,"3609 Broadway, New York",False,3.2,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,330cc6c81a2aacb03c13a983f2d0839489d89f55,"[{'height': 336, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112510486729065800109/photos"">Pizza Guys</a>'], 'photo_reference': 'CmRaAAAAFjNe_uMtjmriCQKKHeIwE5nOganFQml9niRGMUZRgqGDq_yziNpFltyRsHwpkOJbkrVCEbMn3zpSvyH4guy7EoQ_PekDM_OtyGyI-5JXUqxam_qWdlI_Skwzbdot6AmGEhDbbVpRiRtiyVcxg0taIDJ1GhTulG8JH27Bb_nhJl3tmcjt3FuowQ', 'width': 504}]",ChIJ94FpoWL2wokRpvuJQ5m5Z5g,CmRSAAAAvTYqot3v2XKug3CbTh2Ar4PLrqMxQvMHub5NshCQRUC3AmIH-gWmm2BBA7nM-IXJ2P2qxqkCy3nmLEGcAp692H5slGK5UERVyZ3k1sj51WvZ-dplBKtqY3sMrLYJsXClEhDVj5LzPRtOgQn8c9Kqz4TrGhSRUbmDhyhSKoHh8Z2uzvm_AePbSg,GOOGLE,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
27,Sbarro,40.8414311,-73.939836,"4007 Broadway, New York",False,3.2,1.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b47c9004c8d039b3d1f3591f294525c0d84206b1,"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103046516450066775357/photos"">Sbarro</a>'], 'photo_reference': 'CmRaAAAAoZdk9VhxsbVS6Wi0KAjaCzLRNN-9uoSlyq6NGIJamO2VQA2Xf74xqxkBYU5o-GuwM7SxCJ64B7RKLy5CF6OitaSKkK-9AgKlp9wZm3_JZphlzbtxSZiJ2zPALiDcLu_hEhBAB4mbsEgD83TXC-k_fTiMGhQM38IpTv-H14uuLGsKzU0GTMOMSA', 'width': 2120}]",ChIJmR2gR5z2wokRG-9dAStG_V8,CmRRAAAAxKsf53Yg35rzFBiMyxq4sm0e4QWrbDiYg9cc-kdBLanVtnl8WMTtQefu1sXZlifGZSi9rWIlcUnbvXs2a0Dx6uKurNr-2xXJNw9i2oBxPzwnIZT8ysII9dyhDmx1-0OpEhCpNKqQvDQUjjiFGlTr0AS-GhTVHNA8z2ypuPkTdPqlKCztUGTl7w,GOOGLE,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",NYC
28,Angelo's Pizza,40.7638118,-73.98294469999999,"1697 Broadway, New York",True,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3f54bd0f9c6bb8377f5411ccb6b09ef1d9ce655c,"[{'height': 1704, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109431766445050829176/photos"">obojetnie obojetnie</a>'], 'photo_reference': 'CmRaAAAAkIfP3lAB0EDFo6GxvDoHNnIhJKjPhr7tobIVMIpRfpFgciJ4Ur3Lw7k62oecHOB2_SM4CbTihDOHKG_9DjbkAYNfsVx8Hj2aHVcnvyHwF3cwSbhX5KIBzbQ5cVklDttuEhAh2SA58QXjvUUW2FTj4w0YGhT9LrJ2S3DtyD6JAQFeJ23GGAK5XQ', 'width': 2272}]",ChIJCTvSdPhYwokR5PDoOE7VuCc,CmRRAAAAKyX8bKmAqrE5KcxtKQXv3tGLcl6mgtHjkSImo_ARSTWdJxXusFCzYRjU6APWwE8R5J2IyiS_vv8KambImqWjDRfXEHB4OtbRqhZcsTF04R9pQ4e5C-yVoHAlYkXwTA83EhDdC_YK-o2MgTALE3I1GjP8GhT9c_FtQZu763NqVxflL2y-jk6p-g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
29,Radio City Pizza,40.7599775,-73.982976,"142 West 49th Street, New York",False,4.2,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7b62a154edc6af4a4adc1400f94f6385e0ff155f,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103035451898215040840/photos"">ALL TOUR NY 13476473154</a>'], 'photo_reference': 'CmRaAAAAMZeMKfDF8pwBqb27hN8ZuJ11qfC2CZ1KePnabORbr9MI9KWaG9eFi-c7bj-ZN1nOKE2LbpJidTKozAftWQcaITyNTiQymW9dzDWd4QDmdtNaP7uMQnPt2RK9wxz1fZH-EhC3hxfOfD5VOZnXn0zIKRQHGhR_pg1isv5wP4a6GxvwGKr-U2lFUg', 'width': 2988}]",ChIJuaKH_1VYwokR3TwIUoG8mDo,CmRRAAAA3En0WJB--Jp78oZQoQSTD-Td029Z19DyQtkRNx4xidVjQYuONEOTouL0MP8qYtMKBcNXOkCC3i7pyzrJ4ldIj8iIk7FFE-74jF_px5hef2sHPgUNK45d5xHPsNe0xQ4YEhDiuTu8jmFF1SuxFmAk1BODGhQnnFpTOEAFLChcEcbJmuYle32ujA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
30,Lexington Pizza Parlour,40.789228,-73.948695,"1590 Lexington Avenue, New York",False,4.3,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,229c4b0df541429978f75ec740f556bf5bb549e3,"[{'height': 3480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111967935268365489871/photos"">Alberto Vázquez</a>'], 'photo_reference': 'CmRaAAAA4mBsKM_MCcIF4yAGG8CSUfl8gfLKI5CONLc_Y0SSJCWJQGlTpq_guGA6mpxILgzvfEclyxyvwi5iYrqlHtIVXnMdSfyy30AQo-RI7yieUiCAqM79uVIsO7hA4Yx9fq6GEhAQayHcOCTVoPoJLXbIZffZGhTjy_dsqsOS2f0d7nUNZx8ei7sGxQ', 'width': 4640}]",ChIJl8RU8KdYwokR-qIHZgkqnkU,CmRRAAAAKkLf7JrIWMR-KbORi_HntUbf5Whbv2kPuOHTyihZj5iMutjrgQcsiLs5STSkkaa_IoAccT0JEBC1PJ66O5Ne4N5GFhrVgRu-7Jo4zNALgz8rPinXYs_UGwXEJvn6NIjJEhB0Hdey7GZU6Qjkkr0tQNnfGhT2X7DvLcu7Yo1LJhOrVyuhusXx3g,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
31,Merilu Pizza Al Metro,40.765254,-73.988027,"791 9th Avenue, New York",False,4.6,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7c9f2b4540114c5d1203ce24d420de2b82d6527a,"[{'height': 746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118006562465075332991/photos"">Merilu Pizza Al Metro</a>'], 'photo_reference': 'CmRaAAAAtDZQTShOnSNqqfGd1RLymc70jyuU_-LraF48B6GNShGv2Pnf4y4Xb3rs4w2EecdG2v-ry2WgSjtIdM_fs-TySM4QaG-tWOmqSTlM0vnTbFOeZk7cXmRd3mnMkGpTeULxEhD8f0rUQsTCn49aUz1Q73EQGhRzHo3d2R0qdjZgXHjJ_M_qZKBd6Q', 'width': 1280}]",ChIJd-jJW1dYwokRCuwV_eL2ndk,CmRSAAAAVx9Qxxn934P1dvt8dnJYxoG14WTy0g1fNwgTgO3kEkyJzXXebDs9dkmi7aHQqMAKS9DDPvT723lxExmPP6LFExDahAlAmYfGJK-DtzKxOWCcwrc5Yxvi26bnxNyJ4HmCEhAqzVLysOoQ4uUSTt0FAHL-GhQmbNnJa6rv4XYfAQU6tKqmVrMwqg,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
32,Patzeria Perfect Pizza Pasta & Grill,40.75946800000001,-73.98677099999999,"231 West 46th Street, New York",True,4.2,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f846f7d4dfd546c188f700c627e955ce1c633714,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105498547919624383340/photos"">Dinh N.</a>'], 'photo_reference': 'CmRZAAAAc7WYG0iIknW7nfesCKr6fyj7esygroWq1peJD7ZRpgfRVWKLY5Dk6WPY_ckaIvNtyd4pH3h19bw8sbBJW-bjYKjiU_2W_JytdHmCpTcjLOljb5jrGDnjUs9Z4oh7JX58EhDzA_lkzbNim37HG5VBDX6rGhSw1jOcI04PzSku6npE6815OSUTWw', 'width': 4032}]",ChIJIcJCN1RYwokRHQzLh_iGQwI,CmRRAAAASI0efr3oym0N-CnF3jELdsqY5iFG21wgEnlUd8xDzeXET1e91aqihYy9GNeN0VsTg-j5yf1hgr0aXi6t-MXJeaVVWOBKUQ0pxAV6D_gmHmBvnP4oZT5ZWXEgtUXfNgjDEhCEk7h7SePowNgh9_AFTXOcGhQ1Ei4s3q1CJWc72zob_Y8AvsKr7A,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
33,Angelo's Coal Oven Pizzeria,40.7648918,-73.9779745,"117 West 57th Street, New York",True,4.1,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6a57bd1ce82a5ccb9b3b0d58db48f74259f61cb6,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115472079880085557135/photos"">Paul Trelc</a>'], 'photo_reference': 'CmRZAAAAgKkEi5gnXv5s66oFJQHJsgkYlJsxUKhvJXRZyAqSm1q4dNTN3TTs9NqP8qmfckj1xK8FNrX-G_b1SJiwKnX2sTZi8vmwyPEyGzjX4zGRiIR6-TjQU6nG4uEQQ4G6yZRsEhD2PjZ581v_PnNptPX0_cjKGhSNRJXswdLDC506N1xdGYDch8iKhQ', 'width': 4032}]",ChIJVTtHRfdYwokRnbMmdpG2Mw0,CmRRAAAABXLxj0k3HVdfMjH6CkuReu5_hj-p00jXk5LK6Hxb-2uHsxLdIrX8pY3oddI1q6w-5A7FAmthRFF8Yu9VFd5AcVNy3TZKjLlr7cP7cL7V69d7bGj3YVCEGZD9Vq9APsLBEhD0xflB1Ey6vhon3FZTGeIqGhTli0DoFLj5-M422vn3p7xC2RsOVg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
34,Famous Amadeus Pizza - Hell's Kitchen,40.7624222,-73.9857116,"840 8th Avenue, New York",True,3.8,1.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,62d6bd60ed456791f0e1f6c3938d6b344e4f348d,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116813889544788865942/photos"">Famous Amadeus Pizza - Hell&#39;s Kitchen</a>'], 'photo_reference': 'CmRaAAAA2aJrT15rRfTAXqM43cRZ4LMpfvi9v1qMJvnSDYnbLLmrplEnU0MBBXeO2J4RvIJ3JRDHb9muel8kF0jTwpXska9c3Ekb64JQuiZOT-mGQP-gloyCcCixUiFW6o4AsXY2EhDc_x1IW8i-bH_0abWfggmyGhT4ZEe-b4Jr5KVsx7URtZ-iIUT14g', 'width': 1080}]",ChIJa6kWrldYwokR3zpE15ww184,CmRSAAAAMQspHKw0uJk0tDS_hesoT88b6ysj_R4-nlfz2Ajk7VdE9aROm3NhtlGWd83Y4d7A7KrtNTT00yIFyQwdGRi_nRQqAa4XX5p7i4nLHU-H-C9IS4k5C65Q7qesvCQEAwc2EhBSYnEdpGvqSLhTsbf2PZ2jGhSPX7MBMIV5VJjueJw2CunjHU1AtA,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",NYC
35,Bella Vita Brick Oven Pizza,40.7657725,-73.9787398,"158 West 58th Street, New York",True,4.1,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e1e69188576bfc189c36f8ea645697f26497cfa2,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116644470725413468221/photos"">Bella Vita Brick Oven Pizza</a>'], 'photo_reference': 'CmRaAAAAO9-_zJeupXWlMTIll62PxoeXlSwWbzBhnsx115_AUolV6j-UOObbgVVH1nUPf9KxeruqtioT6r2QGHppWGSD3W8DuSSpImcLE_hvV0DMAi6-yhiI4hlYOPDrZFehX86BEhBFlFA3UbgZnXLerzPfxE40GhQFSPMhGwwUQInW_L6ZC7df50oDdg', 'width': 750}]",ChIJWzKtFfdYwokR6bvnMrNyKIo,CmRSAAAAIAiVZKynfvitgida_7gKyOjQSZeuvN_ewsSFkFkhEX6lPNq3jsLrDPpyPpXIyaYX6WudFZ5ncnG84IOCzrM0VwGmE-DZYr5wSOdsS_Zjm4d5WsaAQbwjbQFULnhJ1S30EhCFQUtRseZNlo2Tb-DPCuihGhSmC3enX1s2CnmvMQhrFb7YHovKsw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
36,Delizia 73,40.76857009999999,-73.95500729999999,"1374 1st Avenue, New York",True,4.3,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,15e2b1a1768a91e582b45e1e64feba106f646872,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110916912097912265360/photos"">Delizia 73</a>'], 'photo_reference': 'CmRaAAAApXnI4J76it5Z6j9eSBeo-JU7gvyzjAZSIdCmi3ZPyaEh4N1indc7FMZl2DdAjjR7XUwrGgmMqZQn5qLqq35YRlbB1iTm1FyNlPZHWWjDrYu5KvdlejkRQ0sIeSG_rsVBEhBbWUZ7PET-0RizQ9unHKinGhQX6Q8SJVBnMSf7EPYvqSLwUB-N9A', 'width': 1080}]",ChIJLV624MBYwokRrNLSOolshIQ,CmRSAAAAzJmOOxz7n-XNu-TTiqO3swRoDRiKps8meCZJhL1EDdCc0LuHP7da8unDV4WBP5jgD7urafa_yqmNUx8ZyY4fxg8Yxej-ssX5UaFR0sLPsmY6jbGXhCawMDuctJMEYqZ5EhBXeJkbUM3XkfMMIpYLMPNkGhRL1opLWxyDjr88w6M3tNTUI-PTAQ,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
37,Pizza Pete's,40.7862328,-73.9725625,"528 Columbus Avenue, New York",True,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,36874ae27af3e43e28249b27c9d1a21cd5d89633,"[{'height': 2952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105538430374070775486/photos"">Dennis Callen</a>'], 'photo_reference': 'CmRaAAAAEl1n81_nWocbGoQtLLK5wplffqDQgnsuD00FxWIWXuqRA6I_a1wlPyRiRRRCWQ3gIYvP_40iU6tvlEoBL_qAfAe3ZopXOjwxfdhB-_wJqxWda71Gkb6MsuzTOY-BlsajEhDpWtkU7Sw8d5TOBTshoMXmGhTvGPDzakhWNPlPiQdYz3VpitvecQ', 'width': 5248}]",ChIJqYgZ3YRYwokRrj5Tf7MWmOI,CmRSAAAA_lIgKgDUFTiGURM7fUSFXtO_5A1DzWHNVxxT1Yk2SBBbQf56Dh23UDsCH_5_AW6kFSrzykJJ3qxKX9wl2uGhUpshxi7w7OpgbXYGfmsHL94AfzH5FIJoRt3vGO5Bd9lEEhBcTMAGhzuYWThHB-bOMorQGhRZlVJsMvGGPpa6Nylt7lLEZOPAjQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
38,La Crosta Restaurant & Gourmet Pizzeria,40.766889,-73.954341,"436 East 72nd Street, New York",False,3.0,1.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4eb81c8732cb33898a8e7e0838bc06353965c52b,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101682380714679412064/photos"">La Crosta Restaurant &amp; Gourmet Pizzeria</a>'], 'photo_reference': 'CmRaAAAAASHRTR9NICkzcfkhZ6lw2LKjX6J42vR7d6Pl_OIW2PJsLIPd-NReo4FKSaD2Ba_mogP3h6nuDBw-ZfskCfjaFpSxWhRsfvzGIe3BO72eAr7060_rBfDFewFsYUgHQVovEhCfJIGxi79-V0P60Vm4XWoeGhRgAMgOmuDknkF_ArQoCh03Vukivw', 'width': 750}]",ChIJmWQtRsFYwokRmZd5EBwrqkM,CmRRAAAAil8Ej_KWANu_X6RxGn11jkmtiVLt42mnlkh3y0ZuUHje68HUYFdcZ1FHsjZ2ZJAXGmUnDj6VAUTpmaBvLmDmkmhSNCv5J5WlGFKGv9iTY1DcOHQizMTw6ElbaEoF1JQgEhD1aeUkV6qr5acWRtOCS0DtGhR5H-GZaBUwx2EW2f7iAVyxXEIjYg,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
39,Cheesy Pizza,40.797213,-73.969582,"2640 Broadway, New York",True,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,24eab1ec5fbb6ead1345b745e5e0b126da281e4a,"[{'height': 350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113794256080762270925/photos"">Cheesy Pizza</a>'], 'photo_reference': 'CmRaAAAA3wSYaCq7M1EarGwA-YP4nT7b8wyslxfk2gbhF4P6Zjuqy8hK1NbgovtHf7frTRoQ_4O6aBVJOIpD0IOXPlHwltdsufy-HOcz_R4aNH047rvpAGOGbdvyYcrAtbWKdxubEhDnQdN9g16VqXN9MeMefyM7GhSo58uof45Lbcq4qNv8xeBxtKMqdw', 'width': 576}]",ChIJaRoOcyb2wokRUOfG3SZXr9E,CmRSAAAAbleUA0SeYDQffD-xIrY5vCJjlWeVAuh8lVzSCc-ZTfdrCvZMtlNBgSHd9eHuaouly0qNca_5DStLEUuSCKk9Lobk42y2YCfFTLaZXJ39qpHfm_KqqSueBvtgP8joWiNoEhA4JBVNEvL2ppgz5jLKMLjVGhTXatvqCTKvfWpx-HRBfuv25YilXQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
40,Milano Pizza Shop,40.7968964,-73.93816230000002,"2255 2nd Avenue, New York",False,4.6,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fbba942a36410d7a2b00429051a48c9dc87f2058,"[{'height': 2177, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113548294079875682890/photos"">M García</a>'], 'photo_reference': 'CmRaAAAAxhdgfRnTb4M31TWvHSWsS7gpGH1ivPcKKxT88Z75bNhGBGqNtZKNMwgqpBynZEwwGQ-Uz1ecpWcc55SUDuQQ98JkGcIlNMpEeMy9sI32n6Rm8cHMXM35XcMKicPsaVT3EhAR13Lc0DCicxjg9RVpXThuGhSyiDmfMH9nktlrCRoSknTxEuetfg', 'width': 2448}]",ChIJ8dFzuAf2wokRuX_Ly_NBc4A,CmRSAAAAR4HYQ0ReYVEVcTrvcQSa_KqZkpfcZFDM4lMYE2FdMKX7qEdT_I1Y3_8k-SRrnj_mQKfu-J4eLrgXeAdmALJprhKU_gUGyEf0orV2j7p99NMkoOwxCxby0flTOBK_fokPEhDkgQ8YDi8UY4riu665pzbOGhRMwafiEOde8xl-2TdZwl9M2d5ttA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
41,Don Antonio,40.7627178,-73.98670760000002,"309 West 50th Street, New York",True,4.4,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,29b4e15386fffcea6d01bc0ad6dd6fd475e4bef7,"[{'height': 3200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104111246635874032234/photos"">ZAGAT</a>'], 'photo_reference': 'CmRaAAAAnDjzf4CGe65l8MCRU1VyIkEnFsVdi2IwdgrHTrsfog4OBDubd1szvntjVyrYrwdEI3xIya96Y_mjrOOlrO6XJi7cBxw1HCxNxeW36LBja0Txv_7v3OziNV7QDltlJW0cEhBvYS27B82P_3155NeLzvXgGhTDWKYSavS-DZrUZXNVNqCGrKsi9Q', 'width': 4800}]",ChIJN_hR41ZYwokRB8wicROs-eY,CmRSAAAAVgK7Y12VBG1O3_7tmljLaoiTmQdP8kNF_28ppGykEvrDz98MBAvcJhP5Glbn-bGH3RKfw-rRMMnDQDQPW5fmtoa4TbFzbTaOaQSkQF3JodsWHumFtZHw9EFw9-47PWhQEhCYkNZ_JJZcpWcIiXXfRfxbGhSTJFeIl2hyiWSvZs6d-ogF22RglQ,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
42,Pizzeria Sirenetta,40.7887768,-73.9744733,"568 Amsterdam Avenue, New York",False,4.6,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9de300447591a0db5784e9dab955a835adf2467e,"[{'height': 2672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102498524092436005137/photos"">Ari Miller</a>'], 'photo_reference': 'CmRaAAAARH1L8nDcQTfyLbHGBmFuAmjvrzg5mkvMlKhipVh6tQJMBQRXNF7_bBxjiTe0AnshcFgrxUjdoOA6P5gGwB8kc3rlUYcJFRLX0Q6-DQT8WPwOZ8Bw13CDSdZBrJUn5piNEhDodFnSj0HXgW9eiMH5mjURGhQVwXiKoD_vy_QUlh3r_KGSC75kdw', 'width': 4000}]",ChIJExcFhINYwokRb7AXL6ojgZE,CmRSAAAA7Pt3ZMRNW356ZPAFINgXOFsVPVLpQM1z6cAlh9csKUliYPYaZc1eVHpZoNkH9jCO9swM9x7hzGbU50O6y-i9nGUtLFCp_1G1ZlLtuEJTgX3gKGLeJCMESA6rKCOSLOOxEhAWF9P6hrBPX02WVj-H-eleGhSb91VGYgcEgcLPPmLm6b7lOBVO6Q,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
